Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
0.5,7651468,16,478216.8,403347.5,339230,935062,162760.4,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:160', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194']}"
0.5,7392610,1,7392610.0,7392610.0,7392610,7392610,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (512, 1024, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.5,7330524,16,458157.8,400930.5,333779,900439,140339.2,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:152', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194']}"
0.4,7285152,5,1457030.4,156841.0,144057,6676734,2917912.2,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 14, 14), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (256, 256, 3, 3), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,6969505,1,6969505.0,6969505.0,6969505,6969505,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 28, 28), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (256, 256, 3, 3), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (2, 2)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,6739028,1,6739028.0,6739028.0,6739028,6739028,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 56, 56), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (128, 128, 3, 3), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (2, 2)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,6525856,1,6525856.0,6525856.0,6525856,6525856,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 56, 56), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (512, 256, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (2, 2)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,6443062,5,1288612.4,292894.0,139108,5537397,2376778.6,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (256, 1024, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,6423776,2,3211888.0,3211888.0,154550,6269226,4323728.9,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 2048, 7, 7), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (512, 2048, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,6063505,16,378969.1,365078.0,338719,468793,38208.6,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:156', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194']}"
0.4,5973135,3,1991045.0,144272.0,143202,5685661,3199631.4,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 7, 7), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (2048, 512, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,5901325,1,5901325.0,5901325.0,5901325,5901325,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (2048, 1024, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (2, 2)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,5805941,1,5805941.0,5805941.0,5805941,5805941,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 28, 28), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (1024, 512, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (2, 2)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,5776394,2,2888197.0,2888197.0,125259,5651135,3907384.4,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 56, 56), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (64, 256, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,5730997,1,5730997.0,5730997.0,5730997,5730997,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 56, 56), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (128, 256, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.3,5546302,4,1386575.5,126072.5,117935,5176222,2526434.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 28, 28), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (512, 128, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.3,5465006,1,5465006.0,5465006.0,5465006,5465006,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 28, 28), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (256, 512, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.3,4852388,16,303274.3,258925.0,241739,502956,89326.8,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:153', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/activation.py:143']}"
0.3,4577934,16,286120.9,253427.5,229765,501875,79518.5,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:173', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/activation.py:143']}"
0.3,4429926,16,276870.4,262747.0,233395,407624,47460.8,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:157', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/activation.py:143']}"
0.2,3613542,11,328503.8,330957.0,296385,350652,19732.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 14, 14), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.2,2673059,7,381865.6,336062.0,307666,537232,90188.6,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.2,2667849,16,166740.6,132067.5,109893,334143,73265.2,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:152', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:2846']}"
0.2,2656962,11,241542.0,224426.0,214264,388776,49857.8,PushPop,"{'mod': 'torch.nn.functional', 'op': 'relu', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 14, 14), 'dtype': 'float16'}, {'name': 'inplace', 'type': 'bool', 'value': True}]}"
0.2,2605569,6,434261.5,375835.5,302263,799226,183585.5,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 64, 56, 56), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.2,2547582,1,2547582.0,2547582.0,2547582,2547582,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:319', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:309', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/pooling.py:224']}"
0.2,2479570,1,2479570.0,2479570.0,2479570,2479570,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'max_pool2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 64, 112, 112), 'dtype': 'float16'}, {'name': '', 'type': 'int', 'value': 3}, {'name': '', 'type': 'int', 'value': 2}, {'name': '', 'type': 'int', 'value': 1}, {'name': '', 'type': 'int', 'value': 1}, {'name': 'ceil_mode', 'type': 'bool', 'value': False}, {'name': 'return_indices', 'type': 'bool', 'value': False}]}"
0.2,2433976,7,347710.9,323365.0,304985,489067,65573.8,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 28, 28), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.1,2306288,16,144143.0,132747.0,111270,260076,37744.7,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:160', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:2846']}"
0.1,2107568,5,421513.6,477293.0,300222,525507,104810.3,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 28, 28), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.1,2069774,16,129360.9,123047.5,111591,172372,18976.7,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:156', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:2846']}"
0.1,1982036,4,495509.0,383322.0,321133,894259,271268.2,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 2048, 7, 7), 'dtype': 'float16'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
