Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
0.5,10287625,1,10287625.0,10287625.0,10287625,10287625,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:321', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:313', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/pooling.py:1510']}"
0.5,10263166,1,10263166.0,10263166.0,10263166,10263166,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'adaptive_avg_pool2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 2048, 7, 7), 'dtype': 'float32'}, {'name': '', 'type': 'int', 'value': 1}]}"
0.5,10206738,16,637921.1,662158.5,351167,859585,149614.4,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:152', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194']}"
0.5,10196281,16,637267.6,654707.0,369165,794715,107857.2,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:156', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194']}"
0.5,10026566,2,5013283.0,5013283.0,116329,9910237,6925338.8,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 2048, 7, 7), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512, 2048, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.5,9905053,1,9905053.0,9905053.0,9905053,9905053,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512, 1024, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.5,9274769,6,1545794.8,117994.5,112505,8672750,3491495.4,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 14, 14), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024, 256, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,8976587,3,2992195.7,132556.0,116314,8727717,4967113.8,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 28, 28), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128, 512, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,8816544,2,4408272.0,4408272.0,123169,8693375,6060050.8,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 56, 56), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64, 256, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,8805941,1,8805941.0,8805941.0,8805941,8805941,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 56, 56), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512, 256, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (2, 2)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,8006319,4,2001579.8,129290.0,111624,7636115,3756376.3,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 28, 28), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512, 128, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,7826943,16,489183.9,483108.5,239791,778396,143858.3,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:153', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/activation.py:143']}"
0.4,7573413,1,7573413.0,7573413.0,7573413,7573413,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 28, 28), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024, 512, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (2, 2)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.4,7360479,16,460029.9,466585.0,261909,633368,95887.9,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:157', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/activation.py:143']}"
0.3,6610770,16,413173.1,424938.0,244738,706685,116408.2,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:173', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/activation.py:143']}"
0.3,6465974,11,587815.8,626290.0,312313,679204,103465.6,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 14, 14), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.3,6454848,4,1613712.0,118417.5,104486,6113527,2999898.1,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 64, 56, 56), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256, 64, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.3,6157751,1,6157751.0,6157751.0,6157751,6157751,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'conv2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048, 1024, 1, 1), 'dtype': 'float32'}, {'name': '', 'type': 'NoneType', 'value': None}, {'name': '', 'type': 'tuple', 'value': (2, 2)}, {'name': '', 'type': 'tuple', 'value': (0, 0)}, {'name': '', 'type': 'tuple', 'value': (1, 1)}, {'name': '', 'type': 'int', 'value': 1}]}"
0.2,4616899,11,419718.1,440835.0,220201,603059,99282.2,PushPop,"{'mod': 'torch.nn.functional', 'op': 'relu', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 14, 14), 'dtype': 'float32'}, {'name': 'inplace', 'type': 'bool', 'value': True}]}"
0.2,4480721,7,640103.0,571015.0,527659,854323,132286.2,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.2,4461043,4,1115260.8,1067900.0,534194,1791049,524341.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 56, 56), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.2,4457639,16,278602.4,193059.0,118722,1416401,309490.2,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:160', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:2846']}"
0.2,4300673,7,614381.9,597060.0,540730,796751,86252.1,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 28, 28), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.2,3676114,6,612685.7,584702.5,514721,744555,99540.3,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 64, 56, 56), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.2,3351545,16,209471.6,197981.5,118000,451792,76374.8,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:152', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:2846']}"
0.2,3316277,4,829069.3,801671.0,468884,1244051,336163.2,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:163', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194']}"
0.2,3186793,16,199174.6,202094.0,125008,307290,42561.8,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:156', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:2846']}"
0.1,3075689,7,439384.1,443561.0,399743,490775,31215.5,PushPop,"{'mod': 'torch.nn.functional', 'op': 'relu', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 28, 28), 'dtype': 'float32'}, {'name': 'inplace', 'type': 'bool', 'value': True}]}"
0.1,3074976,5,614995.2,548683.0,416038,820529,176908.7,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 28, 28), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.1,3022079,6,503679.8,475728.0,374134,739958,128288.1,PushPop,"{'mod': 'torch.nn.functional', 'op': 'relu', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 64, 56, 56), 'dtype': 'float32'}, {'name': 'inplace', 'type': 'bool', 'value': True}]}"
0.1,2888593,1,2888593.0,2888593.0,2888593,2888593,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:319', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:309', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/pooling.py:224']}"
0.1,2806211,1,2806211.0,2806211.0,2806211,2806211,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'max_pool2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 64, 112, 112), 'dtype': 'float32'}, {'name': '', 'type': 'int', 'value': 3}, {'name': '', 'type': 'int', 'value': 2}, {'name': '', 'type': 'int', 'value': 1}, {'name': '', 'type': 'int', 'value': 1}, {'name': 'ceil_mode', 'type': 'bool', 'value': False}, {'name': 'return_indices', 'type': 'bool', 'value': False}]}"
0.1,2575004,6,429167.3,419912.0,235440,667803,141384.5,PushPop,"{'mod': 'torch.nn.functional', 'op': 'relu', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float32'}, {'name': 'inplace', 'type': 'bool', 'value': True}]}"
0.1,2452311,4,613077.8,622505.5,311539,895761,240534.7,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 2048, 7, 7), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
