Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
0.1,2289827,4,572456.8,396528.0,136372,1360399,573952.9,PushPop,"{'mod': 'torch', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 56, 56), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}, {'name': '', 'type': 'bool', 'value': True}]}"
0.1,2122138,1,2122138.0,2122138.0,2122138,2122138,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:319', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:307', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:2826']}"
0.1,2015731,5,403146.2,383457.0,326197,573678,99502.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 7, 7), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.1,2007446,1,2007446.0,2007446.0,2007446,2007446,0.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:319', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:309', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/pooling.py:224', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/_jit_internal.py:619', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:833']}"
0.1,1936034,1,1936034.0,1936034.0,1936034,1936034,0.0,PushPop,"{'mod': 'torch', 'op': 'max_pool2d', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 64, 112, 112), 'dtype': 'float32'}, {'name': '', 'type': 'int', 'value': 3}, {'name': '', 'type': 'int', 'value': 2}, {'name': '', 'type': 'int', 'value': 1}, {'name': '', 'type': 'int', 'value': 1}, {'name': '', 'type': 'bool', 'value': False}]}"
0.1,1638764,16,102422.8,98016.0,56926,233362,41019.4,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:166']}"
0.1,1632875,5,326575.0,292841.0,238653,441598,94938.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'relu', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 7, 7), 'dtype': 'float32'}, {'name': 'inplace', 'type': 'bool', 'value': True}]}"
0.1,1588283,11,144389.4,136865.0,88952,204690,30784.3,PushPop,"{'mod': 'torch', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 14, 14), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}, {'name': '', 'type': 'bool', 'value': True}]}"
0.1,1541237,4,385309.3,402612.5,294410,441602,63365.1,PushPop,"{'mod': 'torch.nn.functional', 'op': 'relu', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 28, 28), 'dtype': 'float32'}, {'name': 'inplace', 'type': 'bool', 'value': True}]}"
0.1,1516017,16,94751.1,92556.5,58230,138014,21489.8,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:157', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/activation.py:143', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:1719']}"
0.1,1476699,16,92293.7,91329.0,52105,124706,17701.4,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:153', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/activation.py:143', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:1719']}"
0.1,1442588,4,360647.0,281952.5,149415,729268,270160.1,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:163', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:2846']}"
0.1,1336354,7,190907.7,134146.0,129396,339263,98739.5,PushPop,"{'mod': 'torch', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1024,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}, {'name': '', 'type': 'bool', 'value': True}]}"
0.1,1304169,16,81510.6,83527.5,48650,118808,18272.7,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:173', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/activation.py:143', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:1719']}"
0.1,1242080,3,414026.7,422980.0,359079,460021,51063.1,PushPop,"{'mod': 'torch.nn.functional', 'op': 'relu', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 56, 56), 'dtype': 'float32'}, {'name': 'inplace', 'type': 'bool', 'value': True}]}"
0.0,976936,7,139562.3,139032.0,128284,151074,7604.8,PushPop,"{'mod': 'torch', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 28, 28), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}, {'name': '', 'type': 'bool', 'value': True}]}"
0.0,928625,6,154770.8,133354.5,117906,216847,44306.1,PushPop,"{'mod': 'torch', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 64, 56, 56), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (64,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}, {'name': '', 'type': 'bool', 'value': True}]}"
0.0,854069,11,77642.6,74409.0,42679,109281,17997.1,PushPop,"{'mod': 'torch', 'op': 'relu_', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 14, 14), 'dtype': 'float32'}]}"
0.0,781533,3,260511.0,245266.0,226177,310090,43984.7,PushPop,"{'mod': 'torch.nn.functional', 'op': 'relu', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 2048, 7, 7), 'dtype': 'float32'}, {'name': 'inplace', 'type': 'bool', 'value': True}]}"
0.0,686495,16,42905.9,41529.0,21897,67531,10851.1,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:156', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:2826']}"
0.0,686006,5,137201.2,129348.0,107645,178970,27500.5,PushPop,"{'mod': 'torch', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 28, 28), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}, {'name': '', 'type': 'bool', 'value': True}]}"
0.0,681711,16,42606.9,40003.5,23481,74394,11657.8,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:160', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:2826']}"
0.0,647234,16,40452.1,38885.0,20235,66653,11241.0,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:152', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/batchnorm.py:194', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:2826']}"
0.0,632943,1,632943.0,632943.0,632943,632943,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'relu', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 14, 14), 'dtype': 'float32'}, {'name': 'inplace', 'type': 'bool', 'value': True}]}"
0.0,595697,1,595697.0,595697.0,595697,595697,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 28, 28), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (256,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.0,552463,1,552463.0,552463.0,552463,552463,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 56, 56), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (128,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.0,550394,5,110078.8,94636.0,93764,143475,22742.4,PushPop,"{'mod': 'torch', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 7, 7), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}, {'name': '', 'type': 'bool', 'value': True}]}"
0.0,534998,1,534998.0,534998.0,534998,534998,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 512, 14, 14), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (512,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}]}"
0.0,516257,7,73751.0,72657.0,69488,84054,5331.7,PushPop,"{'mod': 'torch', 'op': 'relu_', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 28, 28), 'dtype': 'float32'}]}"
0.0,475330,6,79221.7,67742.0,61391,117805,22511.5,PushPop,"{'mod': 'torch', 'op': 'relu_', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 64, 56, 56), 'dtype': 'float32'}]}"
0.0,463195,1,463195.0,463195.0,463195,463195,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'relu', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 256, 28, 28), 'dtype': 'float32'}, {'name': 'inplace', 'type': 'bool', 'value': True}]}"
0.0,458763,1,458763.0,458763.0,458763,458763,0.0,PushPop,"{'mod': 'torch.nn.functional', 'op': 'relu', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 128, 56, 56), 'dtype': 'float32'}, {'name': 'inplace', 'type': 'bool', 'value': True}]}"
0.0,450794,4,112698.5,108601.0,88677,144915,25750.9,PushPop,"{'mod': 'torch', 'op': 'batch_norm', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 2048, 7, 7), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (2048,), 'dtype': 'float32'}, {'name': '', 'type': 'bool', 'value': False}, {'name': '', 'type': 'float', 'value': 0.1}, {'name': '', 'type': 'float', 'value': 1e-05}, {'name': '', 'type': 'bool', 'value': True}]}"
0.0,442356,6,73726.0,74058.0,49799,89333,15311.1,PushPop,"{'mod': 'Tensor', 'op': '__iadd__', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float32'}, {'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float32'}]}"
0.0,400056,6,66676.0,68919.5,41330,83987,13950.6,PushPop,"{'mod': 'torch', 'op': 'relu_', 'args': [{'name': '', 'type': 'tensor', 'shape': (1, 1024, 14, 14), 'dtype': 'float32'}]}"
0.0,387307,16,24206.7,24568.0,11107,38937,6782.7,PushPop,"{'traceMarker': ['/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:172', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/classify.py:144', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:320', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/container.py:253', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/content/DeepLearningExamples/PyTorch/Classification/ConvNets/image_classification/models/resnet.py:153', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1776', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/module.py:1787', '/usr/local/lib/python3.12/dist-packages/torch/nn/modules/activation.py:143', '/usr/local/lib/python3.12/dist-packages/pyprof/nvtx/nvmarker.py:137', '/usr/local/lib/python3.12/dist-packages/torch/nn/functional.py:1716']}"
